file,modality,z,y,x,spacing_x,spacing_y,spacing_z,all_min,all_p0.1,all_p0.5,all_p1,all_median,all_p99,all_p99.5,all_p99.9,all_max,all_mean,all_std,nz_min,nz_p0.1,nz_p0.5,nz_p1,nz_median,nz_p99,nz_p99.5,nz_p99.9,nz_max,nz_mean,nz_std
topaneu_center1_mr_050_0000.nii.gz,MRA,262,422,392,0.3819439709186554,0.3819440007209778,0.44989943504333496,0.0,0.0,0.0,0.0,76.00616455078125,207.9932403564453,228.0005340576172,485.0062561035156,1177.0,71.07408142089844,54.24826431274414,1.005752682685852,1.005752682685852,1.005752682685852,1.005752682685852,79.99325561523438,208.99899291992188,229.99407958984375,492.9983825683594,1177.0,74.07697296142578,53.33634567260742
topaneu_center1_mr_053_0000.nii.gz,MRA,168,444,340,0.4101560115814209,0.4101559817790985,0.5500646233558655,0.0,0.0,0.0,0.0,47.00071716308594,107.00236511230469,115.00028991699219,216.0013427734375,376.0,43.4373893737793,26.563364028930664,0.9983062744140625,0.9983062744140625,0.9983062744140625,2.002349853515625,47.9990234375,108.00067138671875,115.00028991699219,217.99795532226562,376.0,44.656402587890625,25.903236389160156
topaneu_center1_mr_056_0000.nii.gz,MRA,248,481,356,0.3819440007209778,0.3819440007209778,0.4500054717063904,0.0,0.0,0.0,0.0,97.00704193115234,201.9965057373047,225.99998474121094,558.0012817382812,1228.0,84.20486450195312,54.31940460205078,0.9931182265281677,0.9931182265281677,2.004974603652954,2.004974603652954,98.99327850341797,203.00836181640625,228.0049591064453,566.00244140625,1228.0,87.2828598022461,52.81852722167969
topaneu_center1_mr_061_0000.nii.gz,MRA,243,445,356,0.3819440007209778,0.3819440007209778,0.44988489151000977,0.0,0.0,0.0,0.0,54.99613952636719,129.99722290039062,145.0009307861328,285.0006103515625,572.0,50.25457000732422,32.99932861328125,1.0037384033203125,1.0037384033203125,1.0037384033203125,1.998748779296875,57.00361633300781,131.00096130371094,145.99594116210938,288.99810791015625,572.0,52.634307861328125,31.86324119567871
topaneu_center1_mr_064_0000.nii.gz,MRA,248,465,390,0.3819440007209778,0.3819440007209778,0.4499669671058655,0.0,0.0,0.0,0.0,43.99761962890625,110.99766540527344,120.0032958984375,234.00027465820312,504.0,40.127655029296875,27.22283363342285,0.9997711181640625,0.9997711181640625,0.9997711181640625,1.999542236328125,44.99739074707031,110.99766540527344,120.0032958984375,237.99935913085938,504.0,41.835655212402344,26.479633331298828
topaneu_center1_mr_076_0000.nii.gz,MRA,200,447,369,0.390625,0.3906249701976776,0.49960169196128845,0.0,0.0,0.0,0.0,63.00364685058594,167.00205993652344,183.9971923828125,369.0082092285156,1208.0,57.874183654785156,45.0228385925293,0.9953765273094177,0.9953765273094177,0.9953765273094177,0.9953765273094177,66.00820922851562,167.9974365234375,184.99256896972656,373.0081481933594,1208.0,59.663841247558594,44.530452728271484
topaneu_center1_mr_085_0000.nii.gz,MRA,180,729,586,0.2455357164144516,0.2455357164144516,0.5000025629997253,0.0,0.0,0.0,0.0,87.00303649902344,222.00047302246094,241.00265502929688,399.99725341796875,866.0,79.33253479003906,52.670074462890625,2.9996490478515625,5.999298095703125,7.003586292266846,7.003586292266846,88.99839782714844,222.00047302246094,241.00265502929688,404.0011901855469,866.0,81.56273651123047,51.6741943359375
topaneu_center1_mr_088_0000.nii.gz,MRA,248,437,376,0.38194403052330017,0.3819440007209778,0.450007826089859,0.0,0.0,0.0,0.0,59.0014533996582,143.0043182373047,153.99734497070312,338.0058898925781,778.0,56.05686569213867,38.23265075683594,0.9972076416015625,0.9972076416015625,1.994415283203125,1.994415283203125,62.004947662353516,143.0043182373047,154.9945526123047,343.0038146972656,778.0,58.630889892578125,37.12059020996094
topaneu_center1_mr_092_0000.nii.gz,MRA,143,742,546,0.2511160671710968,0.2511160671710968,0.7000007629394531,0.0,0.0,0.0,0.0,49.00197219848633,113.00243377685547,120.00385284423828,208.9991455078125,522.0,42.48779296875,31.366228103637695,1.9992676973342896,3.0028841495513916,3.998535394668579,3.998535394668579,56.99904251098633,115.00170135498047,122.00312042236328,223.00198364257812,522.0,48.64274978637695,28.7570743560791
topaneu_center1_mr_113_0000.nii.gz,MRA,229,496,380,0.3819439709186554,0.3819440007209778,0.4500260353088379,0.0,0.0,0.0,0.0,61.00526809692383,175.99789428710938,207.9989013671875,378.0032958984375,1002.0,60.039161682128906,50.0535774230957,0.9938201308250427,0.9938201308250427,0.9938201308250427,2.0029296875,73.00755310058594,183.00050354003906,217.0044403076172,400.998779296875,1002.0,70.93329620361328,46.767539978027344
topaneu_center1_mr_119_0000.nii.gz,MRA,206,403,370,0.3819440007209778,0.3819440007209778,0.4499951899051666,0.0,0.0,0.0,0.0,68.0042724609375,132.99554443359375,152.9975128173828,367.99749755859375,793.0,58.91828918457031,38.811771392822266,1.00433349609375,1.00433349609375,1.996566653251648,1.996566653251648,70.00083923339844,133.9998779296875,154.99407958984375,372.9949645996094,793.0,60.871978759765625,37.912776947021484
topaneu_center1_mr_121_0000.nii.gz,MRA,248,402,343,0.3819440007209778,0.3819440007209778,0.4500824511051178,0.0,0.0,0.0,0.0,76.99626159667969,175.00160217285156,197.996337890625,460.0058288574219,910.0,71.16610717773438,47.95730209350586,0.9997711181640625,0.9997711181640625,0.9997711181640625,1.999542236328125,80.99534606933594,177.0011444091797,199.99588012695312,468.0039978027344,910.0,74.52565002441406,46.45538330078125
topaneu_center1_mr_129_0000.nii.gz,MRA,160,731,564,0.2511160671710968,0.2511160373687744,0.6999990940093994,0.0,0.0,0.0,0.0,55.998321533203125,101.00137329101562,112.99687194824219,240.9971923828125,475.0,46.756187438964844,29.215028762817383,2.000457763671875,3.0006866455078125,3.0006866455078125,4.00091552734375,56.99855041503906,101.00137329101562,113.99710083007812,243.9978790283203,475.0,48.3553466796875,28.37925148010254
topaneu_center1_mr_136_0000.nii.gz,MRA,199,473,368,0.3819440007209778,0.3819439709186554,0.4498933255672455,0.0,0.0,0.0,0.0,97.99327850341797,271.9976806640625,303.9974060058594,446.0020751953125,1029.0,91.63477325439453,61.440704345703125,1.004898190498352,1.004898190498352,1.004898190498352,1.9940948486328125,100.0030746459961,273.0025634765625,305.0022888183594,450.0059814453125,1029.0,94.72698974609375,60.078529357910156
topaneu_center1_mr_138_0000.nii.gz,MRA,202,465,392,0.390625,0.390625,0.5001065731048584,0.0,0.0,0.0,0.0,67.99948120117188,176.00674438476562,194.0033721923828,433.99505615234375,901.0,64.35276794433594,44.386451721191406,1.003631591796875,1.003631591796875,1.003631591796875,1.993514895439148,70.00674438476562,176.9966278076172,194.99325561523438,437.995849609375,901.0,66.38004302978516,43.562042236328125
topaneu_center1_mr_144_0000.nii.gz,MRA,240,480,356,0.3819440007209778,0.3819440007209778,0.44988909363746643,0.0,0.0,0.0,0.0,91.99735260009766,202.00633239746094,223.99497985839844,483.99676513671875,1077.0,79.90255737304688,51.725242614746094,1.0024720430374146,1.0024720430374146,1.0024720430374146,2.004944086074829,94.0022964477539,202.99237060546875,225.9999237060547,492.0001220703125,1077.0,82.96910095214844,50.23698043823242
topaneu_center1_mr_147_0000.nii.gz,MRA,196,465,381,0.390625,0.390625,0.5001830458641052,0.0,0.0,0.0,0.0,64.99827575683594,170.9977569580078,192.00140380859375,364.9989318847656,814.0,62.59075164794922,43.91726303100586,1.006088376045227,1.006088376045227,1.006088376045227,1.9997559785842896,66.99803161621094,172.00384521484375,194.00115966796875,368.9984436035156,814.0,64.65362548828125,43.115203857421875
topaneu_center1_mr_148_0000.nii.gz,MRA,196,454,354,0.3906250298023224,0.390625,0.500012993812561,0.0,0.0,0.0,0.0,73.99555969238281,184.99514770507812,206.00283813476562,414.0052185058594,819.0,68.84309387207031,47.51386642456055,0.9997711181640625,0.9997711181640625,0.9997711181640625,1.999542236328125,75.99510192871094,184.99514770507812,208.00238037109375,419.00408935546875,819.0,71.330322265625,46.4942626953125
topaneu_center1_mr_149_0000.nii.gz,MRA,248,433,383,0.3819440007209778,0.3819439709186554,0.45006051659584045,0.0,0.0,0.0,0.0,56.9971809387207,134.00457763671875,159.9951171875,329.0040588378906,710.0,53.79157638549805,39.31511306762695,0.9967193603515625,0.9967193603515625,0.9967193603515625,0.9967193603515625,59.998172760009766,135.99801635742188,161.00267028808594,333.99847412109375,710.0,56.07537841796875,38.5128173828125
topaneu_center1_mr_157_0000.nii.gz,MRA,240,430,348,0.3819440007209778,0.3819440007209778,0.44997790455818176,0.0,0.0,0.0,0.0,66.99455261230469,185.9945526123047,200.99688720703125,416.00390625,867.0,64.17597198486328,47.921024322509766,1.005447506904602,1.005447506904602,1.005447506904602,1.005447506904602,69.99766540527344,185.9945526123047,202.9945526123047,421.0046691894531,867.0,66.8065414428711,47.06182861328125
topaneu_center1_mr_173_0000.nii.gz,MRA,229,461,356,0.38194403052330017,0.3819440007209778,0.4499863088130951,0.0,0.0,0.0,0.0,69.9970703125,171.99514770507812,184.9981231689453,380.0016784667969,897.0,61.92051315307617,46.23897171020508,0.999176025390625,0.999176025390625,0.999176025390625,0.999176025390625,72.99459838867188,172.99432373046875,185.99729919433594,385.9967346191406,897.0,64.27558135986328,45.47512435913086
topaneu_center1_mr_177_0000.nii.gz,MRA,160,721,610,0.2343750149011612,0.234375,0.6999993920326233,0.0,0.0,0.0,0.0,48.99769592285156,105.99972534179688,113.00199890136719,213.99749755859375,398.0,42.11604309082031,26.51734161376953,1.998046875,4.002166748046875,4.002166748046875,4.002166748046875,49.999755859375,107.00178527832031,113.99798583984375,216.00161743164062,398.0,43.59751510620117,25.754915237426758
topaneu_center1_mr_178_0000.nii.gz,MRA,243,465,362,0.3819440007209778,0.3819440007209778,0.4500397741794586,0.0,0.0,0.0,0.0,77.00077819824219,195.99688720703125,216.0,416.00311279296875,918.0,72.10772705078125,49.20325469970703,0.9945525527000427,0.9945525527000427,0.9945525527000427,2.00311279296875,79.99844360351562,197.0054473876953,216.9945526123047,421.00390625,918.0,74.57566833496094,48.164005279541016
topaneu_center1_mr_184_0000.nii.gz,MRA,160,733,622,0.234375,0.234375,0.6999966502189636,0.0,0.0,0.0,0.0,53.00178527832031,123.99929809570312,132.00128173828125,226.9977569580078,458.0,47.13230895996094,30.508222579956055,1.998748779296875,3.99749755859375,3.99749755859375,4.9968719482421875,55.00053405761719,123.99929809570312,132.00128173828125,230.00286865234375,458.0,49.04379653930664,29.576213836669922
topaneu_center1_mr_188_0000.nii.gz,MRA,223,434,367,0.38194403052330017,0.3819439709186554,0.44975563883781433,0.0,0.0,0.0,0.0,73.99862670898438,211.99908447265625,234.00320434570312,441.9952087402344,915.0,70.42481231689453,51.72660827636719,1.005264401435852,1.005264401435852,1.005264401435852,1.005264401435852,75.99519348144531,213.0043487548828,234.9945068359375,444.9970397949219,915.0,72.701416015625,50.95708465576172
topaneu_center1_mr_189_0000.nii.gz,MRA,193,740,649,0.2343750149011612,0.2343749850988388,0.499994695186615,0.0,0.0,0.0,0.0,118.99839782714844,313.9967346191406,337.00115966796875,484.9925231933594,1055.0,110.41512298583984,73.829833984375,6.0046539306640625,8.000839233398438,8.998931884765625,9.997024536132812,123.00686645507812,314.99481201171875,337.9992370605469,491.9952697753906,1055.0,113.62039184570312,72.42164611816406
topaneu_center1_mr_191_0000.nii.gz,MRA,184,698,576,0.2455357164144516,0.2455357164144516,0.49999794363975525,0.0,0.0,0.0,0.0,104.00614929199219,249.99673461914062,271.9932861328125,537.9935302734375,1079.0,92.70536804199219,61.62102127075195,4.0008697509765625,5.993072509765625,6.997406005859375,8.001739501953125,107.002685546875,251.00106811523438,272.99761962890625,544.0030517578125,1079.0,95.68317413330078,60.28427505493164
topaneu_center1_mr_193_0000.nii.gz,MRA,204,355,321,0.43650802969932556,0.4365079700946808,0.4700010418891907,0.0,0.0,0.0,0.0,47.00282287597656,108.00076293945312,114.00045776367188,211.99755859375,410.0,43.73046875,29.642658233642578,1.0009918212890625,1.0009918212890625,1.0009918212890625,1.0009918212890625,49.999542236328125,109.00175476074219,114.00045776367188,215.0005340576172,410.0,45.569854736328125,28.841392517089844
topaneu_center1_mr_195_0000.nii.gz,MRA,219,445,379,0.3819439709186554,0.3819440007209778,0.45004987716674805,0.0,0.0,0.0,0.0,89.99404907226562,230.00448608398438,249.00233459472656,519.9996337890625,1056.0,83.66259002685547,59.98094940185547,0.9990386962890625,0.9990386962890625,0.9990386962890625,1.998077392578125,91.99212646484375,231.00352478027344,250.00137329101562,526.992919921875,1056.0,86.23330688476562,59.04727554321289
topaneu_center1_mr_198_0000.nii.gz,MRA,248,414,368,0.3819440007209778,0.3819439709186554,0.44997167587280273,0.0,0.0,0.0,0.0,73.99981689453125,148.99583435058594,164.00270080566406,377.9942321777344,837.0,62.1641960144043,44.30197525024414,0.9962005019187927,0.9962005019187927,0.9962005019187927,0.9962005019187927,76.00498962402344,148.99583435058594,165.99510192871094,385.0059509277344,837.0,64.71446990966797,43.33755111694336
topaneu_center1_mr_200_0000.nii.gz,MRA,199,711,586,0.2455357164144516,0.2455357164144516,0.4999980926513672,0.0,0.0,0.0,0.0,100.99968719482422,251.0026397705078,285.99603271484375,503.9955139160156,1027.0,90.87457275390625,59.467323303222656,4.999053955078125,7.992217540740967,8.995162963867188,9.99810791015625,103.99285125732422,252.00558471679688,288.0019226074219,508.0072937011719,1027.0,93.82412719726562,58.089622497558594
topaneu_center1_mr_202_0000.nii.gz,MRA,203,437,368,0.3819440007209778,0.3819440007209778,0.45019426941871643,0.0,0.0,0.0,0.0,70.00155639648438,183.9971466064453,197.99459838867188,434.9933166503906,937.0,65.41639709472656,49.8224983215332,1.0008392333984375,1.0008392333984375,1.0008392333984375,1.0008392333984375,73.00407409667969,183.9971466064453,198.9954376220703,439.9975280761719,937.0,67.4912109375,49.20345687866211
topaneu_center1_mr_210_0000.nii.gz,MRA,158,737,564,0.2511160671710968,0.2511160671710968,0.700000524520874,0.0,0.0,0.0,0.0,49.99908447265625,103.00321960449219,116.00079345703125,204.99989318847656,478.0,43.71824645996094,28.582761764526367,1.998504638671875,2.9977569580078125,3.99700927734375,3.99700927734375,50.99833679199219,104.00247192382812,117.00004577636719,207.99765014648438,478.0,45.0905647277832,27.941734313964844
topaneu_center1_mr_211_0000.nii.gz,MRA,248,453,360,0.3819440007209778,0.3819440007209778,0.4500073492527008,0.0,0.0,0.0,0.0,87.00765228271484,206.0029296875,222.00489807128906,497.00714111328125,1069.0,74.93846893310547,55.171730041503906,0.9950255751609802,0.9950255751609802,0.9950255751609802,0.9950255751609802,89.99272155761719,206.99795532226562,222.9999237060547,505.9949951171875,1069.0,78.17987060546875,54.057098388671875
topaneu_center1_mr_213_0000.nii.gz,MRA,243,497,386,0.3819440007209778,0.3819440007209778,0.44978949427604675,0.0,0.0,0.0,0.0,76.0057373046875,185.00575256347656,203.999755859375,426.9935302734375,974.0,71.16155242919922,48.38371276855469,0.9957732558250427,0.9957732558250427,0.9957732558250427,0.9957732558250427,78.99305725097656,186.00152587890625,204.9955291748047,431.00634765625,974.0,73.48914337158203,47.39726638793945
topaneu_center1_mr_221_0000.nii.gz,MRA,230,477,360,0.3819440007209778,0.3819440007209778,0.4499574303627014,0.0,0.0,0.0,0.0,67.00541687011719,159.993896484375,178.00076293945312,400.99853515625,880.0,61.091514587402344,43.39249801635742,0.993667483329773,0.993667483329773,2.000762939453125,2.000762939453125,69.00617980957031,161.00099182128906,178.9944305419922,405.00006103515625,880.0,62.809356689453125,42.7546272277832
topaneu_center1_mr_229_0000.nii.gz,MRA,219,461,376,0.3819440007209778,0.3819439709186554,0.45007309317588806,0.0,0.0,0.0,0.0,53.99726867675781,148.0009002685547,165.9960174560547,329.00079345703125,781.0,52.898399353027344,37.81449508666992,1.0010528564453125,1.0010528564453125,1.0010528564453125,2.002105712890625,55.99937438964844,149.001953125,166.9970703125,332.0039367675781,781.0,54.44925308227539,37.248023986816406
topaneu_center1_mr_241_0000.nii.gz,MRA,287,449,358,0.3819440007209778,0.3819440007209778,0.4499991834163666,0.0,0.0,0.0,0.0,71.99978637695312,185.9927978515625,226.00686645507812,543.9966430664062,1046.0,66.42534637451172,53.59288787841797,1.005539059638977,1.005539059638977,1.005539059638977,1.9951171875,76.0059814453125,188.00387573242188,229.99710083007812,551.9930419921875,1046.0,69.41250610351562,52.858436584472656
topaneu_center1_mr_247_0000.nii.gz,MRA,248,485,370,0.3819440007209778,0.3819440007209778,0.4499213695526123,0.0,0.0,0.0,0.0,47.997802734375,105.99771118164062,123.99798583984375,311.9989013671875,576.0,45.74830627441406,33.07246780395508,1.0019683837890625,1.0019683837890625,1.0019683837890625,2.003936767578125,48.99977111816406,106.99967956542969,124.99995422363281,314.9960021972656,576.0,46.99540328979492,32.6342887878418
topaneu_center1_mr_251_0000.nii.gz,MRA,266,789,580,0.234375,0.2343749850988388,0.4999999701976776,0.0,0.0,0.0,0.0,81.00442504882812,167.0023651123047,193.9993896484375,383.0052795410156,875.0,70.6482925415039,51.407657623291016,3.004119873046875,4.0054931640625,4.9935150146484375,4.9935150146484375,84.99656677246094,168.0037384033203,196.00213623046875,390.00152587890625,875.0,73.24992370605469,50.492549896240234
topaneu_center1_mr_262_0000.nii.gz,MRA,195,785,574,0.2343749850988388,0.234375,0.5000572800636292,0.0,0.0,0.0,0.0,77.99444580078125,177.99853515625,193.00146484375,338.0027770996094,754.0,69.94432067871094,44.48114013671875,5.004806995391846,6.9952239990234375,6.9952239990234375,7.996185779571533,79.99636840820312,178.99949645996094,193.00146484375,341.9951171875,754.0,72.27730560302734,43.31217956542969
topaneu_center1_mr_264_0000.nii.gz,MRA,233,461,379,0.3819440007209778,0.3819439709186554,0.4499763548374176,0.0,0.0,0.0,0.0,75.99822998046875,182.00106811523438,201.99453735351562,411.0040588378906,944.0,68.52735900878906,48.91106033325195,0.993911623954773,0.993911623954773,0.993911623954773,0.993911623954773,78.00045776367188,182.99497985839844,203.0028533935547,416.00244140625,944.0,70.54728698730469,48.1695671081543
topaneu_center1_mr_282_0000.nii.gz,MRA,248,453,372,0.38194403052330017,0.3819440007209778,0.44984063506126404,0.0,0.0,0.0,0.0,65.00428771972656,168.003662109375,190.99363708496094,413.0023193359375,878.0,62.814735412597656,44.610782623291016,1.004806637763977,1.004806637763977,1.9962158203125,1.9962158203125,68.00531005859375,168.9950714111328,191.99844360351562,417.9995422363281,878.0,64.85440826416016,43.84589385986328
topaneu_center1_mr_287_0000.nii.gz,MRA,223,461,376,0.3819440007209778,0.3819439709186554,0.4497329890727997,0.0,0.0,0.0,0.0,74.99870300292969,185.0012969970703,202.99221801757812,448.0025939941406,1105.0,68.65772247314453,49.67624282836914,0.9948118925094604,0.9948118925094604,0.9948118925094604,0.9948118925094604,78.0,185.0012969970703,204.00389099121094,452.9934997558594,1105.0,70.8687515258789,48.89280319213867
topaneu_center1_mr_290_0000.nii.gz,MRA,219,442,360,0.3819440007209778,0.38194403052330017,0.45006048679351807,0.0,0.0,0.0,0.0,35.00389099121094,98.0,111.00389099121094,215.00389099121094,510.0,36.235923767089844,30.47402000427246,1.0038909912109375,1.0038909912109375,1.0038909912109375,2.0,44.0,100.0,114.0,231.00389099121094,510.0,42.278743743896484,28.77586555480957
topaneu_center1_mr_298_0000.nii.gz,MRA,193,680,580,0.2455357164144516,0.2455357164144516,0.4999993145465851,0.0,0.0,0.0,0.0,63.99709701538086,146.00083923339844,163.99952697753906,279.99725341796875,521.0,60.59092712402344,33.893272399902344,5.000518798828125,7.997649669647217,8.999343872070312,10.00103759765625,66.00048828125,147.00253295898438,163.99952697753906,282.0006408691406,521.0,62.421119689941406,32.698768615722656
topaneu_center1_mr_299_0000.nii.gz,MRA,142,701,544,0.251116007566452,0.251116007566452,0.69997638463974,0.0,0.0,0.0,0.0,78.99649047851562,174.99732971191406,184.99717712402344,320.9974060058594,755.0,69.3401870727539,43.63509750366211,2.9953460693359375,4.9999237060546875,6.0022125244140625,6.0022125244140625,82.00335693359375,174.99732971191406,185.9994659423828,324.0042724609375,755.0,71.40836334228516,42.58082962036133
topaneu_center1_mr_301_0000.nii.gz,MRA,154,695,588,0.2511160671710968,0.2511160671710968,0.7000007033348083,0.0,0.0,0.0,0.0,124.0,236.99610900878906,264.0,550.0077514648438,1020.0,103.84075927734375,64.6619873046875,4.0,7.0038909912109375,8.996109008789062,10.007781982421875,126.00778198242188,238.00778198242188,264.99609375,556.0,1020.0,107.03387451171875,62.991844177246094
topaneu_center1_mr_302_0000.nii.gz,MRA,196,698,582,0.2455357164144516,0.2455357164144516,0.49999815225601196,0.0,0.0,0.0,0.0,108.99595642089844,306.0059509277344,332.00152587890625,520.0057983398438,1030.0,104.4549331665039,70.23348999023438,4.9979400634765625,6.9939727783203125,7.999847412109375,9.005722045898438,111.99786376953125,306.9961242675781,333.0074157714844,525.0037841796875,1030.0,108.16702270507812,68.60404968261719
topaneu_center1_mr_308_0000.nii.gz,MRA,160,740,654,0.234375,0.234375,0.7000046372413635,0.0,0.0,0.0,0.0,87.00202941894531,221.9957733154297,247.9950714111328,399.0050048828125,746.0,86.08402252197266,50.040245056152344,4.9972381591796875,8.002410888671875,9.994476318359375,11.9979248046875,88.00375366210938,222.99749755859375,248.99679565429688,399.995361328125,746.0,87.28717041015625,49.335628509521484
topaneu_center1_mr_311_0000.nii.gz,MRA,248,441,358,0.3819440007209778,0.3819440007209778,0.44995081424713135,0.0,0.0,0.0,0.0,67.00541687011719,142.99412536621094,163.0017547607422,390.9947204589844,880.0,60.1381950378418,42.397647857666016,0.993667483329773,0.993667483329773,0.993667483329773,2.000762939453125,69.00617980957031,144.001220703125,163.99542236328125,396.99700927734375,880.0,61.99235916137695,41.689788818359375
topaneu_center1_mr_316_0000.nii.gz,MRA,248,473,368,0.3819439709186554,0.3819440007209778,0.449960321187973,0.0,0.0,0.0,0.0,53.99626159667969,129.00389099121094,140.99588012695312,258.9955749511719,605.0,49.913387298583984,33.62431716918945,0.9970244765281677,0.9970244765281677,0.9970244765281677,2.0032806396484375,55.00251770019531,129.00389099121094,142.00213623046875,260.99884033203125,605.0,51.448856353759766,32.960227966308594
topaneu_center1_mr_325_0000.nii.gz,MRA,258,481,372,0.3819440007209778,0.38194403052330017,0.4500812888145447,0.0,0.0,0.0,0.0,45.00389099121094,117.00389099121094,128.0,234.0,510.0,43.33558654785156,29.06386947631836,1.0038909912109375,1.0038909912109375,2.0,2.0,47.00389099121094,118.0,128.0,238.0,510.0,45.129852294921875,28.26142120361328
topaneu_center1_mr_327_0000.nii.gz,MRA,243,480,363,0.3819440007209778,0.3819440007209778,0.4499906599521637,0.0,0.0,0.0,0.0,91.99134826660156,215.00051879882812,243.00900268554688,561.9989013671875,1289.0,82.93095397949219,55.79188537597656,1.00311279296875,1.00311279296875,2.0062255859375,2.0062255859375,93.99757385253906,216.00363159179688,245.99867248535156,569.0009765625,1289.0,85.8697280883789,54.504005432128906
